Date,Time,Open,High,Low,Close,Volume,9SMA,21SMA,200SMA
2013-01-10,19:28:00,4471.75,4471.75,4471.75,4471.75,1,4471.36671382706,4471.3427118474,4470.78481825335
2013-01-10,19:29:00,4471.75,4471.75,4471.75,4471.75,7,4471.44337106165,4471.37973804309,4470.79355292979
2013-01-10,19:31:00,4471.75,4471.75,4471.5,4471.5,26,4471.45469684932,4471.39067094826,4470.79994611595
2013-01-10,19:32:00,4471.5,4471.75,4471.5,4471.75,18,4471.51375747946,4471.42333722569,4470.80854388866
2013-01-10,19:33:00,4472,4472.25,4472,4472,9,4471.61100598356,4471.47576111427,4470.8193262969
2013-01-10,19:34:00,4472,4472,4471.75,4472,15,4471.68880478685,4471.52341919479,4470.83001112679
2013-01-10,19:35:00,4471.5,4471.5,4471.5,4471.5,2,4471.65104382948,4471.52129017708,4470.83607437452
2013-01-10,19:36:00,4471,4471,4470.75,4470.75,9,4471.47083506359,4471.45117288826,4470.8352954209
2013-01-10,19:37:00,4471,4471,4470.75,4470.75,2,4471.32666805087,4471.38742989841,4470.83452351664
2013-01-10,19:39:00,4471.25,4471.25,4471.25,4471.25,13,4471.3113344407,4471.37493627129,4470.83828348481
2013-01-10,19:40:00,4471.25,4471.25,4471.25,4471.25,1,4471.29906755256,4471.36357842844,4470.84200942613
2013-01-10,19:41:00,4470.75,4470.75,4470.25,4470.5,28,4471.13925404205,4471.28507129858,4470.8389143182
2013-01-10,19:42:00,4470.25,4470.25,4470.25,4470.25,3,4470.96140323364,4471.1909739078,4470.83358477686
2013-01-10,19:43:00,4470.5,4470.5,4470.5,4470.5,1,4470.86912258691,4471.128158098,4470.8305659101
2013-01-10,19:44:00,4470.5,4470.5,4470.5,4470.5,20,4470.79529806953,4471.07105281636,4470.8275743634
2013-01-10,19:45:00,4470.5,4470.75,4470.5,4470.75,7,4470.78623845562,4471.0418661967,4470.82687233296
2013-01-10,19:47:00,4471,4471,4470.75,4470.75,8,4470.7789907645,4471.01533290609,4470.82617665574
2013-01-10,19:48:00,4470.75,4471,4470.75,4471,5,4470.8231926116,4471.01393900553,4470.82774971768
2013-01-10,19:49:00,4471.25,4471.5,4471.25,4471.25,15,4470.90855408928,4471.03539909594,4470.83157098721
2013-01-10,19:52:00,4471.25,4471.25,4471,4471,7,4470.92684327142,4471.03218099631,4470.83309523167
2013-01-10,19:53:00,4471,4471.25,4471,4471,5,4470.94147461714,4471.02925545119,4470.83460568206
2013-01-10,19:54:00,4471,4471,4471,4471,8,4470.95317969371,4471.02659586472,4470.83610246322
2013-01-10,19:55:00,4471.25,4471.25,4471.25,4471.25,4,4471.01254375497,4471.04690533156,4470.83984814228
2013-01-10,19:57:00,4471,4471.25,4471,4471.25,4,4471.06003500397,4471.06536848324,4470.8435599238
2013-01-10,19:58:00,4470.5,4470.75,4470.5,4470.75,3,4470.99802800318,4471.03669862112,4470.84271322766
2013-01-10,19:59:00,4470.5,4470.5,4470.5,4470.5,1,4470.89842240254,4470.98790783739,4470.83961175048
2013-01-10,20:00:00,4470.25,4470.5,4470.25,4470.5,28,4470.81873792204,4470.94355257944,4470.83653834098
2013-01-10,20:02:00,4470.25,4470.25,4469.75,4469.75,56,4470.60499033763,4470.83504779949,4470.82670541481
2013-01-10,20:03:00,4469.75,4470,4469.75,4470,22,4470.4839922701,4470.75913436317,4470.81922391785
2013-01-10,20:04:00,4469.75,4469.75,4469.75,4469.75,6,4470.33719381608,4470.66739487561,4470.8095476833
2013-01-10,20:05:00,4469.75,4469.75,4469.5,4469.5,39,4470.16975505287,4470.56126806874,4470.79769657304
2013-01-10,20:06:00,4469.5,4469.5,4469.5,4469.5,2,4470.03580404229,4470.4647891534,4470.78595271265
2013-01-10,20:07:00,4469.75,4469.75,4469.75,4469.75,3,4469.97864323383,4470.39980832127,4470.77657757498
2013-01-10,20:08:00,4469.75,4470,4469.5,4469.75,36,4469.93291458707,4470.34073483752,4470.76728728019
2013-01-10,20:09:00,4469.75,4470,4469.75,4470,27,4469.94633166965,4470.3097589432,4470.76034350389
2013-01-10,20:10:00,4470,4470.5,4470,4470.25,44,4470.00706533572,4470.304326312,4470.75572501065
2013-01-10,20:11:00,4470.5,4470.5,4470.25,4470.25,6,4470.05565226858,4470.29938755636,4470.75114831372
2013-01-10,20:12:00,4470.25,4470.25,4470.25,4470.25,3,4470.09452181486,4470.29489777851,4470.74661303486
2013-01-10,20:13:00,4470.25,4470.25,4470.25,4470.25,1,4470.12561745189,4470.29081616228,4470.74211879925
2013-01-10,20:14:00,4470.25,4470.75,4470.25,4470.75,9,4470.25049396151,4470.33256014753,4470.74219012234
2013-01-10,20:15:00,4471,4471,4470.75,4470.75,6,4470.35039516921,4470.37050922503,4470.74226079996
2013-01-10,20:16:00,4470.5,4470.5,4470.5,4470.5,5,4470.38031613537,4470.38228111366,4470.74006839453
2013-01-10,20:17:00,4470.25,4470.25,4470.25,4470.25,3,4470.3542529083,4470.37025555787,4470.73563338644
2013-01-10,20:18:00,4470.25,4470.5,4470.25,4470.5,3,4470.38340232664,4470.38205050716,4470.7335009576
2013-01-10,20:19:00,4470.5,4470.5,4470.5,4470.5,2,4470.40672186131,4470.39277318833,4470.73138782677
2013-01-10,20:20:00,4470.5,4470.5,4470.5,4470.5,4,4470.42537748905,4470.4025210803,4470.72929381928
2013-01-10,20:21:00,4470.75,4470.75,4470.75,4470.75,1,4470.49030199124,4470.434110073,4470.72948120553
2013-01-10,20:23:00,4470.5,4470.5,4470.5,4470.5,4,4470.49224159299,4470.44010006636,4470.72740445254
2013-01-10,20:25:00,4470.5,4470.5,4470.5,4470.5,1,4470.49379327439,4470.44554551487,4470.7253464937
2013-01-10,20:26:00,4470.5,4470.5,4470.5,4470.5,9,4470.49503461951,4470.45049592261,4470.72330715891
2013-01-10,20:27:00,4470.5,4470.5,4470.5,4470.5,27,4470.49602769561,4470.45499629328,4470.72128627965
2013-01-10,20:28:00,4470.5,4470.5,4470.5,4470.5,6,4470.49682215649,4470.45908753935,4470.71928368888
2013-01-10,20:30:00,4470.5,4470.5,4470.25,4470.25,2,4470.44745772519,4470.44007958123,4470.71503677767
2013-01-10,20:31:00,4470.5,4470.5,4470,4470,43,4470.35796618015,4470.40007234657,4470.7085658566
2013-01-10,20:32:00,4469.75,4469.75,4469.5,4469.5,56,4470.18637294412,4470.31824758779,4470.69762860903
2013-01-10,20:33:00,4469.5,4469.5,4469.25,4469.25,15,4469.9990983553,4470.22113417072,4470.68452789764
2013-01-10,20:34:00,4469.25,4469.5,4469.25,4469.5,9,4469.89927868424,4470.15557651883,4470.67380818816
2013-01-10,20:35:00,4469.5,4469.5,4469.5,4469.5,8,4469.81942294739,4470.09597865349,4470.66318548962
2013-01-10,20:36:00,4469.25,4469.75,4469.25,4469.75,6,4469.80553835791,4470.06452604862,4470.65492136755
2013-01-10,20:37:00,4470,4470,4469.75,4469.75,5,4469.79443068633,4470.03593277148,4470.6467320339
2013-01-10,20:38:00,4469.5,4469.5,4469.5,4469.5,4,4469.73554454906,4469.98721161043,4470.63635436844
2013-01-10,20:39:00,4469.5,4469.5,4469.5,4469.5,1,4469.68843563925,4469.94291964585,4470.6260706185
2013-01-10,20:40:00,4469.75,4469.75,4469.75,4469.75,1,4469.7007485114,4469.92538149622,4470.61814237761
2013-01-10,20:41:00,4469.75,4469.75,4469.75,4469.75,1,4469.71059880912,4469.90943772384,4470.6102858855
2013-01-10,20:42:00,4470,4470,4470,4470,1,4469.7684790473,4469.91767065804,4470.60476293631
2013-01-10,20:43:00,4469.75,4469.75,4469.75,4469.75,11,4469.76478323784,4469.90242787094,4470.59702752512
2013-01-10,20:44:00,4469.75,4469.75,4469.75,4469.75,1,4469.76182659027,4469.88857079176,4470.58936211766
2013-01-10,20:45:00,4469.75,4470,4469.75,4470,11,4469.80946127222,4469.89870071979,4470.58402852383
2013-01-10,20:46:00,4470,4470.25,4470,4470.25,10,4469.89756901777,4469.93063701799,4470.58100564126
2013-01-10,20:47:00,4470.5,4470.5,4470.5,4470.5,6,4470.01805521422,4469.98239728908,4470.58027255854
2013-01-10,20:48:00,4470.5,4470.75,4470.5,4470.75,5,4470.16444417138,4470.05217935371,4470.58180855348
2013-01-10,20:49:00,4470.75,4470.75,4470.25,4470.25,23,4470.1815553371,4470.07016304882,4470.57880576114
2013-01-10,20:51:00,4470.25,4470.5,4470.25,4470.5,6,4470.24524426968,4470.1092391353,4470.57809258684
2013-01-10,20:52:00,4470.5,4470.5,4470.25,4470.25,8,4470.24619541575,4470.12203557754,4470.57512342315
2013-01-10,20:53:00,4470.5,4470.5,4470.5,4470.5,1,4470.2969563326,4470.15639597958,4470.57444357317
2013-01-10,20:54:00,4470.5,4470.5,4470.5,4470.5,6,4470.33756506608,4470.18763270871,4470.57376987568
2013-01-10,20:55:00,4470.5,4470.75,4470.5,4470.75,4,4470.42005205286,4470.23875700792,4470.57536471843
2013-01-10,20:56:00,4470.75,4470.75,4470.75,4470.75,1,4470.48604164229,4470.28523364356,4470.57694512822
2013-01-10,20:57:00,4470.75,4470.75,4470.75,4470.75,2,4470.53883331383,4470.32748513051,4470.57851123566
2013-01-10,20:58:00,4470.75,4470.75,4470.75,4470.75,9,4470.58106665107,4470.36589557319,4470.58006317018
2013-01-10,20:59:00,4470.75,4470.75,4470.75,4470.75,4,4470.61485332085,4470.40081415745,4470.58160106004
2013-01-10,21:00:00,4471,4471.25,4471,4471.25,7,4470.74188265668,4470.47801287041,4470.58764991922
2013-01-10,21:01:00,4470.75,4471,4470.75,4471,4,4470.79350612535,4470.52546624582,4470.59138159416
2013-01-10,21:03:00,4471,4471,4471,4471,1,4470.83480490028,4470.56860567802,4470.59507949829
2013-01-10,21:07:00,4470.75,4470.75,4470.75,4470.75,1,4470.81784392022,4470.58509607093,4470.59648149378
2013-01-10,21:08:00,4470.5,4470.5,4470.5,4470.5,21,4470.75427513618,4470.57736006448,4470.59560835809
2013-01-10,21:09:00,4470.5,4470.75,4470.5,4470.75,6,4470.75342010894,4470.59305460407,4470.59700556752
2013-01-10,21:10:00,4470.75,4471,4470.75,4471,7,4470.80273608715,4470.63004964007,4470.60065257596
2013-01-10,21:11:00,4471.25,4471.25,4471,4471,11,4470.84218886972,4470.66368149097,4470.60426657979
2013-01-10,21:12:00,4470.75,4470.75,4470.75,4470.75,3,4470.82375109578,4470.67152862815,4470.60558543427
2013-01-10,21:13:00,4471,4471,4471,4471,6,4470.85900087662,4470.70138966196,4470.60915479686
2013-01-10,21:14:00,4471,4471,4471,4471,6,4470.8872007013,4470.72853605632,4470.61269185752
2013-01-10,21:15:00,4471.25,4471.25,4471,4471,6,4470.90976056104,4470.75321459666,4470.61619690859
2013-01-10,21:17:00,4471.25,4471.25,4471.25,4471.25,4,4470.97780844883,4470.79837690605,4470.62193268317
2013-01-10,21:18:00,4471,4471,4471,4471,9,4470.98224675907,4470.81670627823,4470.62535410685
2013-01-10,21:19:00,4471,4471,4470.75,4470.75,12,4470.93579740725,4470.81064207112,4470.62648212398
2013-01-10,21:20:00,4470.75,4470.75,4470.75,4470.75,11,4470.8986379258,4470.80512915556,4470.62759993282
2013-01-10,21:23:00,4470.75,4470.75,4470.75,4470.75,12,4470.86891034064,4470.80011741415,4470.62870762573
2013-01-10,21:24:00,4470.75,4470.75,4470.75,4470.75,1,4470.84512827251,4470.79556128559,4470.62980529428
2013-01-10,21:27:00,4470.75,4470.75,4470.75,4470.75,1,4470.82610261801,4470.79141935053,4470.63089302917
2013-01-10,21:29:00,4471,4471,4471,4471,7,4470.86088209441,4470.81038122776,4470.63423336375
2013-01-10,21:30:00,4471,4471,4470.75,4470.75,2,4470.83870567553,4470.80489202523,4470.63528102561
2013-01-10,21:31:00,4470.75,4470.75,4470.75,4470.75,6,4470.82096454042,4470.79990184112,4470.63631920638
2013-01-10,21:33:00,4471,4471,4470.5,4470.5,15,4470.75677163234,4470.77263803738,4470.6350855484
2013-01-10,21:34:00,4470.75,4470.75,4470.75,4470.75,1,4470.75541730587,4470.77058003399,4470.63612549819
2013-01-10,21:36:00,4470.75,4470.75,4470.75,4470.75,5,4470.7543338447,4470.7687091218,4470.63715603667
2013-01-10,21:37:00,4470.5,4470.5,4470.5,4470.5,1,4470.70346707576,4470.74428101982,4470.63591480557
2013-01-10,21:38:00,4470.5,4470.5,4470.5,4470.5,3,4470.66277366061,4470.72207365438,4470.63468480733
2013-01-10,21:39:00,4470.5,4470.5,4470.5,4470.5,2,4470.63021892849,4470.70188514035,4470.63346594029
2013-01-10,21:41:00,4470.25,4470.25,4470,4470,5,4470.50417514279,4470.63807740032,4470.62773321685
2013-01-10,21:42:00,4470.5,4470.5,4470.5,4470.5,5,4470.50334011423,4470.62552490938,4470.62657726014
2013-01-10,21:44:00,4470.75,4470.75,4470.75,4470.75,2,4470.55267209139,4470.63684082671,4470.62769420801
2013-01-10,21:45:00,4470.75,4470.75,4470.75,4470.75,8,4470.59213767311,4470.64712802428,4470.62880104776
2013-01-10,21:46:00,4470.75,4470.75,4470.75,4470.75,2,4470.62371013849,4470.65648002207,4470.62989787085
2013-01-10,21:48:00,4470.25,4470.25,4470.25,4470.25,7,4470.54896811079,4470.61952729279,4470.62645988107
2013-01-10,21:49:00,4470.5,4470.5,4470.5,4470.5,2,4470.53917448863,4470.60866117527,4470.62531544776
2013-01-10,21:50:00,4470.5,4470.5,4470.5,4470.5,6,4470.53133959091,4470.59878288661,4470.62418137131
2013-01-10,21:51:00,4470.25,4470.25,4470.25,4470.25,5,4470.47507167273,4470.56707535146,4470.62079511456
2013-01-10,21:52:00,4470.25,4470.25,4470.25,4470.25,1,4470.43005733818,4470.53825031951,4470.61743950266
2013-01-10,21:55:00,4470.25,4470.25,4470.25,4470.25,5,4470.39404587054,4470.51204574501,4470.61411425829
2013-01-10,21:58:00,4470,4470,4469.5,4469.5,6,4470.21523669644,4470.42004158637,4470.60403177632
2013-01-10,22:00:00,4469.75,4469.75,4469.75,4469.75,1,4470.12218935715,4470.35912871488,4470.59630298196
2013-01-10,22:01:00,4469.75,4469.75,4469.75,4469.75,15,4470.04775148572,4470.30375337717,4470.58864413145
2013-01-10,22:03:00,4469.5,4469.5,4469.5,4469.5,4,4469.93820118858,4470.23068488833,4470.57879214836
2013-01-10,22:06:00,4469.25,4469.5,4469.25,4469.5,4,4469.85056095086,4470.16425898939,4470.56902932349
2013-01-10,22:07:00,4469.5,4469.75,4469.5,4469.75,18,4469.83044876069,4470.12659908127,4470.56161729341
2013-01-10,22:09:00,4469.75,4469.75,4469.75,4469.75,3,4469.81435900855,4470.09236280115,4470.55427234053
2013-01-10,22:10:00,4469.75,4470,4469.75,4470,5,4469.85148720684,4470.08396618287,4470.54925630125
2013-01-10,22:11:00,4469.75,4469.75,4469.75,4469.75,4,4469.83118976547,4470.05360562079,4470.54202321255
2013-01-10,22:16:00,4470,4470.5,4470,4470.5,13,4469.96495181238,4470.09418692799,4470.54164291198
2013-01-10,22:17:00,4470.5,4470.75,4470.25,4470.75,20,4470.1219614499,4470.15380629817,4470.54352849649
2013-01-10,22:19:00,4470.5,4470.5,4470.5,4470.5,2,4470.19756915992,4470.18527845288,4470.54313457344
2013-01-10,22:20:00,4470.75,4470.75,4470.75,4470.75,8,4470.30805532794,4470.23661677535,4470.54500665875
2013-01-10,22:22:00,4470.75,4471,4470.75,4471,3,4470.44644426235,4470.30601525032,4470.54912424555
2013-01-10,22:23:00,4471,4471.25,4471,4471.25,23,4470.60715540988,4470.39183204574,4470.55546701256
2013-01-10,22:24:00,4471,4471,4470.75,4470.75,18,4470.63572432791,4470.42439276886,4470.55722749209
2013-01-10,22:26:00,4470.75,4470.75,4470.5,4470.5,27,4470.60857946233,4470.43126615351,4470.55670959623
2013-01-10,22:27:00,4470.25,4470.25,4470.25,4470.25,8,4470.53686356986,4470.41478741228,4470.55393394378
2013-01-10,22:28:00,4470.25,4470.25,4470.25,4470.25,2,4470.47949085589,4470.39980673843,4470.55118341035
2013-01-10,22:31:00,4470.25,4470.25,4470.25,4470.25,6,4470.43359268471,4470.38618794403,4470.54845776863
2013-01-10,22:32:00,4470,4470,4470,4470,13,4470.34687414777,4470.35107994912,4470.5434943499
2013-01-10,22:33:00,4470,4470,4470,4470,2,4470.27749931822,4470.31916359011,4470.538575849
2013-01-10,22:34:00,4470,4470,4470,4470,5,4470.22199945457,4470.29014871828,4470.53370185942
2013-01-10,22:35:00,4469.75,4470,4469.75,4470,2,4470.17759956366,4470.26377156207,4470.52887197834
2013-01-10,22:36:00,4470,4470,4470,4470,1,4470.14207965093,4470.23979232916,4470.52408580659
2013-01-10,22:37:00,4470,4470,4469.75,4470,14,4470.11366372074,4470.2179930265,4470.51934294861
2013-01-10,22:38:00,4470,4470,4469.75,4469.75,2,4470.04093097659,4470.17544820591,4470.51238056898
2013-01-10,22:39:00,4470.25,4470.25,4470.25,4470.25,30,4470.08274478128,4470.18222564174,4470.5100060842
2013-01-10,22:41:00,4470,4470,4470,4470,2,4470.06619582502,4470.16565967431,4470.50539064452
2013-01-10,22:42:00,4470,4470.25,4470,4470.25,7,4470.10295666002,4470.17332697664,4470.50307941697
2013-01-10,22:43:00,4470.25,4470.25,4470.25,4470.25,1,4470.13236532801,4470.18029725149,4470.5007891055
2013-01-10,22:45:00,4470,4470,4470,4470,3,4470.10589226241,4470.16390659227,4470.4962570774
2013-01-10,22:46:00,4470,4470,4470,4470,1,4470.08471380993,4470.14900599297,4470.49176606312
2013-01-10,22:48:00,4470,4470,4469.75,4469.75,2,4470.01777104794,4470.11273272088,4470.48505324807
2013-01-10,22:49:00,4469.75,4469.75,4469.75,4469.75,1,4469.96421683835,4470.07975701898,4470.47840118248
2013-01-10,22:51:00,4469.75,4470,4469.75,4470,15,4469.97137347068,4470.0725063809,4470.47407176001
2013-01-10,22:52:00,4470.5,4470.75,4470.25,4470.75,19,4470.12709877655,4470.1340967099,4470.47656884816
2013-01-10,22:53:00,4470.75,4471,4470.75,4471,26,4470.30167902124,4470.21281519082,4470.48130578166
2013-01-10,22:54:00,4471,4471,4471,4471,4,4470.44134321699,4470.2843774462,4470.48599984698
2013-01-10,22:56:00,4471,4471,4471,4471,1,4470.55307457359,4470.349434042,4470.49065143208
2013-01-10,22:57:00,4470.5,4470.5,4470.5,4470.5,4,4470.54245965887,4470.36312185636,4470.4907360345
2013-01-10,22:58:00,4470.5,4470.5,4470.5,4470.5,2,4470.5339677271,4470.37556532397,4470.4908198713
2013-01-10,23:00:00,4470.75,4470.75,4470.5,4470.5,20,4470.52717418168,4470.38687756724,4470.49090294938
2013-01-10,23:01:00,4470.5,4470.75,4470.25,4470.25,9,4470.47173934534,4470.37443415204,4470.4887228322
2013-01-10,23:02:00,4470.5,4470.5,4470.25,4470.5,10,4470.47739147628,4470.38584922913,4470.48882488801
2013-01-10,23:05:00,4470.25,4470.25,4470.25,4470.25,6,4470.43191318102,4470.3734992992,4470.48666357681
2013-01-10,23:06:00,4470.5,4470.5,4470.5,4470.5,6,4470.44553054482,4470.38499936291,4470.48678426842
2013-01-10,23:09:00,4470.5,4470.5,4470.5,4470.5,1,4470.45642443585,4470.39545396628,4470.4869038678
2013-01-10,23:10:00,4470.25,4470.25,4470.25,4470.25,4,4470.41513954868,4470.38223087844,4470.4847599414
2013-01-10,23:11:00,4470,4470,4470,4470,12,4470.33211163895,4470.34748261676,4470.4803729736
2013-01-10,23:12:00,4470,4470.25,4470,4470.25,4,4470.31568931116,4470.33862056069,4470.47828815031
2013-01-10,23:15:00,4470.5,4470.5,4470.25,4470.25,3,4470.30255144893,4470.33056414609,4470.4762221942
2013-01-10,23:16:00,4470.75,4470.75,4470.75,4470.75,55,4470.39204115914,4470.36869467826,4470.47869982141
2013-01-10,23:17:00,4471,4471,4470.75,4470.75,8,4470.46363292731,4470.40335879842,4470.48115502664
2013-01-10,23:18:00,4470.5,4470.5,4470.5,4470.5,3,4470.47090634185,4470.4121443622,4470.48132556939
2013-01-10,23:19:00,4470.25,4470.25,4470.25,4470.25,3,4470.42672507348,4470.39740396563,4470.47923212532
2013-01-10,23:21:00,4470.5,4470.5,4470,4470,4,4470.34138005878,4470.36127633239,4470.47489518301
2013-01-10,23:22:00,4470.25,4470.25,4470,4470,8,4470.27310404703,4470.32843302945,4470.47059748905
2013-01-10,23:23:00,4470.25,4470.25,4469.75,4469.75,11,4470.16848323762,4470.27584820859,4470.4640762448
2013-01-10,23:25:00,4469.5,4469.5,4469,4469.25,99,4469.9847865901,4470.18258928054,4470.45308912946
2013-01-10,23:27:00,4469.25,4469.25,4469.25,4469.25,6,4469.83782927208,4470.09780843685,4470.44220144503
2013-01-10,23:28:00,4469.5,4469.75,4469.5,4469.75,8,4469.82026341766,4470.06618948805,4470.43593717856
2013-01-10,23:29:00,4470,4470.25,4470,4470.25,4,4469.90621073413,4470.08289953459,4470.43425448917
2013-01-10,23:30:00,4470,4470,4469.75,4469.75,8,4469.8749685873,4470.05263594053,4470.42806214085
2013-01-10,23:33:00,4469.5,4469.5,4469.5,4469.5,2,4469.79997486984,4470.00239630958,4470.41966338844
2013-01-10,23:36:00,4469.5,4469.5,4469.25,4469.5,17,4469.73997989588,4469.9567239178,4470.41134064285
2013-01-10,23:41:00,4469.5,4469.5,4469.5,4469.5,2,4469.6919839167,4469.91520356163,4470.40309321621
2013-01-10,23:42:00,4469.75,4469.75,4469.75,4469.75,2,4469.70358713336,4469.90018505603,4470.39718287037
2013-01-10,23:44:00,4469.75,4469.75,4469.5,4469.5,2,4469.66286970669,4469.86380459639,4470.38906356837
2013-01-10,23:45:00,4469.5,4469.5,4469.5,4469.5,1,4469.63029576535,4469.83073145127,4470.38101774422
2013-01-10,23:46:00,4469.75,4469.75,4469.75,4469.75,1,4469.65423661228,4469.82339222842,4470.3753071764
2013-01-10,23:47:00,4469.5,4469.5,4469.5,4469.5,2,4469.62338928982,4469.79399293493,4470.36738584449
2013-01-10,23:49:00,4469.5,4469.5,4469.5,4469.5,3,4469.59871143186,4469.76726630448,4470.35953619884
2013-01-10,23:50:00,4469.5,4469.75,4469.5,4469.75,5,4469.62896914549,4469.76569664044,4470.35402003414
2013-01-10,23:51:00,4469.75,4469.75,4469.75,4469.75,1,4469.65317531639,4469.76426967313,4470.34855378949
2013-01-10,23:52:00,4469.75,4469.75,4469.75,4469.75,1,4469.67254025311,4469.76297243011,4470.34313701311
2013-01-10,23:55:00,4469.5,4469.5,4469.5,4469.5,10,4469.63803220249,4469.73906584556,4470.3355068139
2013-01-10,23:57:00,4470.25,4470.5,4470,4470,12,4469.71042576199,4469.76278713232,4470.33247055314
2013-01-10,23:58:00,4470.25,4470.25,4470.25,4470.25,3,4469.81834060959,4469.8070792112,4470.3317242133
2013-01-10,23:59:00,4469.75,4469.75,4469.75,4469.75,1,4469.80467248768,4469.801890192,4470.32645974078
2013-01-11,00:00:00,4469.75,4469.75,4469.75,4469.75,8,4469.79373799014,4469.79717290182,4470.32124291054
2013-01-11,00:01:00,4469.75,4469.75,4469.5,4469.5,6,4469.73499039211,4469.77015718347,4470.31381084801
2013-01-11,00:02:00,4469.25,4469.25,4469,4469.25,4,4469.63799231369,4469.72287016679,4470.30418360051
2013-01-11,00:03:00,4469.5,4469.5,4469.25,4469.25,4,4469.56039385095,4469.67988196981,4470.29464347743
2013-01-11,00:05:00,4469.25,4469.25,4469.25,4469.25,3,4469.49831508076,4469.64080179074,4470.2851896903
2013-01-11,00:06:00,4469.25,4469.25,4469.25,4469.25,5,4469.44865206461,4469.60527435522,4470.27582145781
2013-01-11,00:07:00,4469.5,4469.5,4469.25,4469.25,2,4469.40892165169,4469.57297668656,4470.26653800571
2013-01-11,00:09:00,4469.5,4469.5,4469.5,4469.5,1,4469.42713732135,4469.56634244233,4470.25960101018
2013-01-11,00:11:00,4469.25,4469.25,4469.25,4469.25,4,4469.39170985708,4469.53758403848,4470.25046434945
2013-01-11,00:12:00,4469.25,4469.25,4469,4469.25,18,4469.36336788567,4469.51144003498,4470.24141037344
2013-01-11,00:13:00,4469.25,4469.5,4469.25,4469.25,4,4469.34069430853,4469.48767275907,4470.23243833386
2013-01-11,00:14:00,4469.5,4469.5,4469.5,4469.5,4,4469.37255544683,4469.48879341734,4470.22580993265
2013-01-11,00:17:00,4469.75,4470,4469.75,4470,3,4469.49804435746,4469.53526674304,4470.22376640385
2013-01-11,00:18:00,4470,4470,4470,4470,10,4469.59843548597,4469.57751522094,4470.22174136852
2013-01-11,00:19:00,4469.75,4469.75,4469.75,4469.75,9,4469.62874838877,4469.5931956554,4470.21747221586
2013-01-11,00:20:00,4469.5,4469.5,4469.5,4469.5,1,4469.60299871102,4469.58472332309,4470.21097925463
2013-01-11,00:21:00,4469.5,4469.5,4469.5,4469.5,4,4469.58239896882,4469.57702120281,4470.20454505323
2013-01-11,00:22:00,4469.5,4469.5,4468.5,4468.5,59,4469.36591917505,4469.47911018437,4470.18911930615
2013-01-11,00:23:00,4468.5,4468.5,4468.5,4468.5,1,4469.19273534004,4469.39010016761,4470.17383315858
2013-01-11,00:25:00,4468.75,4468.75,4468.75,4468.75,1,4469.10418827203,4469.33190924328,4470.16094779063
2013-01-11,00:26:00,4468.5,4468.5,4468.5,4468.5,6,4468.98335061763,4469.25628113026,4470.1459165889
2013-01-11,00:28:00,4468.75,4468.75,4468.5,4468.75,8,4468.9366804941,4469.21025557296,4470.13328385959
2013-01-11,00:29:00,4468.5,4468.5,4468.5,4468.5,5,4468.84934439528,4469.14568688451,4470.11850301019
2013-01-11,00:30:00,4468.5,4468.5,4468.5,4468.5,1,4468.77947551623,4469.08698807683,4470.10385592412
2013-01-11,00:34:00,4468.75,4468.75,4468.75,4468.75,1,4468.77358041298,4469.05635279712,4470.09160383431
2013-01-11,00:35:00,4468.75,4468.75,4468,4468,27,4468.61886433038,4468.96032072465,4470.07267529282
2013-01-11,00:36:00,4468.5,4468.5,4468.5,4468.5,5,4468.59509146431,4468.91847338605,4470.05844293723
2013-01-11,00:37:00,4468.25,4468.25,4468,4468,13,4468.47607317145,4468.8349758055,4470.03981449436
2013-01-11,00:38:00,4468,4468,4467.5,4467.5,13,4468.28085853716,4468.71361436863,4470.01682974781
2013-01-11,00:39:00,4467.5,4467.5,4467.5,4467.5,32,4468.12468682973,4468.60328578967,4469.99405300801
2013-01-11,00:40:00,4467.5,4468,4467.5,4467.75,7,4468.04974946378,4468.52571435424,4469.97374483599
2013-01-11,00:41:00,4468,4468,4468,4468,1,4468.03979957103,4468.47792214022,4469.95588289177
2013-01-11,00:42:00,4467.75,4468,4467.75,4468,3,4468.03183965682,4468.43447467293,4469.93818259411
2013-01-11,00:43:00,4468,4468,4468,4468,1,4468.02547172546,4468.39497697539,4469.92064248014
2013-01-11,00:44:00,4467.75,4468,4467.75,4468,3,4468.02037738037,4468.35906997763,4469.90326110022
2013-01-11,00:45:00,4468.25,4468.25,4468.25,4468.25,1,4468.06630190429,4468.34915452511,4469.88829946131
2013-01-11,00:46:00,4468,4468,4468,4468,3,4468.05304152344,4468.31741320465,4469.8712107784
2013-01-11,00:49:00,4468,4468,4468,4468,3,4468.04243321875,4468.28855745877,4469.85427674421
2013-01-11,00:50:00,4468,4468,4468,4468,1,4468.033946575,4468.26232496252,4469.83749595919
2013-01-11,00:53:00,4468.5,4468.5,4468.5,4468.5,2,4468.12715726,4468.28393178411,4469.82539192336
2013-01-11,00:54:00,4468.75,4468.75,4468.75,4468.75,1,4468.251725808,4468.32630162192,4469.81565986976
2013-01-11,00:55:00,4469,4469,4468.75,4468.75,9,4468.3513806464,4468.36481965629,4469.80601588904
2013-01-11,00:57:00,4468.75,4469,4468.75,4468.75,5,4468.43110451712,4468.39983605117,4469.79645918416
2013-01-11,00:59:00,4469,4469,4469,4469,6,4468.5448836137,4468.45439641015,4469.78925140874
